Sold Price,Status,Address,List Date,Sold Date,DOM,Location,Total number of bedrooms,Total number of Baths,TotFl ,The year in which it was build,Age,FrontageFt,Depth,Total number of Kitchens,TypeDwel ,Style of Home
"$696,000",S,6673 WALKER AVENUE,2/21/2011,3/13/2011,20,Burnaby South,5,2,"2,275",1951,60,73.79,95.77/143,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$696,800",S,6707 FULTON AVENUE,2/28/2011,03-07-2011,7,Burnaby South,5,2,"1,902",1955,56,50,111,2,House/Single Family,"1 Storey, Split Entry"
"$697,000",S,6888 NELSON AVENUE,8/15/2011,11-07-2011,84,Burnaby South,4,3,"1,905",2002,9,31,120 IRR,2,House/Single Family,2 Storey
"$697,000",S,8591 10TH AVENUE,03-11-2014,04-09-2014,29,Burnaby East,3,2,"1,950",1954,60,72,133,1,House/Single Family,2 Storey
"$697,000",S,4750 BOUNDARY ROAD,2/23/2011,03-09-2011,14,Burnaby South,3,2,"2,060",1956,55,55,145,0,House/Single Family,Rancher/Bungalow w/Bsmt.
"$698,000",S,4219 ETON STREET,10-05-2011,10-10-2011,5,Burnaby North,2,1,800,9999,999,33,122,1,House/Single Family,1 Storey
"$698,000",S,6939 BALMORAL STREET,09-10-2012,10/27/2012,47,Burnaby South,4,2,"2,087",1938,74,33,120,2,House/Single Family,3 Storey
"$698,000",S,6612 LINDEN AVENUE,04-04-2011,4/16/2011,12,Burnaby South,7,2,"2,400",1954,57,52,113,2,House/Single Family,2 Storey
"$698,000",S,7649 CARIBOO ROAD,04-10-2013,12/28/2013,262,Burnaby East,5,2,"2,603",1953,60,85,106,2,House/Single Family,"Basement Entry, Rancher/Bungalow w/Bsmt."
"$698,000",S,3722 MANOR STREET,11/24/2010,1/24/2011,61,Burnaby North,5,3,"2,380",1970,40,33,122,2,House/Single Family,Basement Entry
"$698,000",S,4455 CAMBRIDGE STREET,11/15/2011,11/18/2011,3,Burnaby North,2,1,"1,600",9999,999,33,122,1,House/Single Family,2 Storey
"$698,000",S,7743 COQUITLAM STREET,9/24/2010,10-10-2010,16,Burnaby East,4,2,"2,240",1959,51,59,109,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$698,000",S,5550 EWART STREET,03-01-2010,03-08-2010,7,Burnaby South,4,2,"1,900",1949,61,66,123,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$698,000",S,3880 MARINE DRIVE,04-06-2012,04-06-2012,0,Burnaby South,4,2,"2,330",1952,60,51,196,1,House/Single Family,2 Storey
"$698,000",S,5586 KEITH STREET,9/22/2010,10/30/2010,38,Burnaby South,4,2,"2,256",1957,53,66,120,2,House/Single Family,2 Storey
"$698,500",S,4628 WESTLAWN DRIVE,6/21/2010,09-04-2010,75,Burnaby North,3,1,"1,800",1962,48,57,,1,House/Single Family,3 Level Split
"$699,000",S,6198 DAWSON STREET,12-01-2010,12/13/2010,12,Burnaby North,4,2,"2,020",1957,53,60,120,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$700,000",S,4749 UNION STREET,1/30/2011,02-02-2011,3,Burnaby North,3,2,"1,854",1956,55,33,122,2,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$700,000",S,4155 CAMBRIDGE STREET,04-07-2013,4/22/2013,15,Burnaby North,3,1,"1,200",1920,93,33,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$700,000",S,7883 GOODLAD STREET,9/23/2010,11-10-2010,48,Burnaby South,4,2,"2,588",1948,62,77,100,2,House/Single Family,2 Storey w/Bsmt.
"$700,000",S,4312 FRANCES STREET,05-09-2011,05-10-2011,1,Burnaby North,3,1,975,1952,59,33,122,1,House/Single Family,Rancher/Bungalow
"$700,000",S,8207 14TH AVENUE,06-07-2010,08-09-2010,63,Burnaby East,5,3,"3,000",9999,999,52,138,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$700,000",S,4552 GARDEN GROVE DRIVE,10/19/2015,10/28/2015,9,Burnaby South,4,3,"1,676",1975,40,31,90,1,House/Single Family,2 Storey w/Bsmt.
"$700,000",S,3759 PETER STREET,1/26/2010,1/29/2010,3,Burnaby South,5,2,"2,750",1958,52,75,113.6,1,House/Single Family,2 Storey
"$700,000",S,5242 EGLINTON STREET,02-06-2013,6/13/2013,127,Burnaby South,3,2,"1,632",1957,56,66,124,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$700,000",S,4860 CANADA WAY,10-09-2013,10/26/2013,17,Burnaby North,6,4,"2,310",2011,2,0,,2,House/Single Family,2 Storey
"$700,000",S,7510 GREENWOOD STREET,10-12-2014,11-10-2014,29,Burnaby North,4,2,"1,912",1969,45,147,58.0 Irr,2,House/Single Family,"2 Storey, Basement Entry"
"$700,000",S,7923 SUNCREST DRIVE,10-04-2010,10-04-2010,0,Burnaby South,5,1,"2,440",9999,999,,,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$700,000",S,7935 15TH AVENUE,02-04-2011,02-06-2011,2,Burnaby East,6,5,"3,596",1993,18,50,120,2,House/Single Family,2 Storey w/Bsmt.
"$700,000",S,9071 WILBERFORCE STREET,5/30/2013,8/15/2013,77,Burnaby East,4,2,"1,680",1955,58,52,110,1,House/Single Family,2 Storey
"$700,000",S,4351 UNION STREET,09-06-2013,09-06-2013,0,Burnaby North,3,2,"1,790",9999,999,33,122,1,House/Single Family,2 Storey
"$700,000",S,4551 FRANCES STREET,2/18/2013,2/27/2013,9,Burnaby North,3,2,"1,824",1978,35,33,122,1,House/Single Family,"Rancher/Bungalow w/Bsmt., Split Entry"
"$700,000",S,4108 YALE STREET,2/14/2011,4/14/2011,59,Burnaby North,6,3,"2,652",1971,40,33,122,2,House/Single Family,2 Storey
"$700,000",S,6476 THORNE AVENUE,09-01-2010,11/22/2010,82,Burnaby South,4,2,"2,684",1952,58,126,269,1,House/Single Family,2 Storey w/Bsmt.
"$700,000",S,8267 14TH AVENUE,8/27/2013,10-10-2013,44,Burnaby East,4,3,"1,700",1954,59,66,104,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$700,000",S,5025 HARDWICK STREET,04-07-2014,05-10-2014,33,Burnaby South,4,2,"1,856",9999,999,50,105,1,House/Single Family,2 Storey
"$700,000",S,5843 PIONEER AVENUE,06-07-2012,9/24/2012,109,Burnaby South,2,1,500,9999,999,33,125,1,House/Single Family,1 Storey
"$700,000",S,6316 THORNE AVENUE,5/27/2010,8/16/2010,81,Burnaby South,5,3,"3,045",1940,70,126,269,2,House/Single Family,2 Storey
"$700,000",S,4820 ALBERT STREET,1/22/2010,2/19/2010,28,Burnaby North,5,3,"2,146",1920,90,33,122,2,House/Single Family,2 Storey w/Bsmt.
"$700,000",S,3775 AVONDALE STREET,2/28/2010,03-08-2010,8,Burnaby South,4,2,"2,084",9999,999,40,120,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$700,000",S,7080 BLAINE COURT,1/31/2013,02-01-2013,1,Burnaby North,3,2,"2,326",1965,48,50,117/111,1,House/Single Family,Split Entry
"$700,000",S,8338 14TH AVENUE,6/28/2011,07-01-2011,3,Burnaby East,5,4,"2,523",1951,60,52,118,1,House/Single Family,3 Storey
"$700,000",S,1040 DOUGLAS ROAD,2/17/2014,04-08-2014,50,Burnaby North,4,2,"1,890",9999,999,0,,2,House/Single Family,2 Storey
"$700,000",S,5941 CARSON STREET,09-07-2010,09-12-2010,5,Burnaby South,5,3,"1,820",1957,53,52,122,2,House/Single Family,2 Storey
"$700,000",S,4323 OXFORD STREET,6/13/2011,6/17/2011,4,Burnaby North,2,2,"1,518",1953,58,33,122,1,House/Single Family,2 Storey
"$701,000",S,5171 MCKEE STREET,7/31/2013,8/26/2013,26,Burnaby South,2,2,"1,485",9999,999,38,127,1,House/Single Family,2 Storey w/Bsmt.
"$701,000",S,7746 14TH AVENUE,02-04-2014,02-10-2014,6,Burnaby East,3,2,"2,298",9999,999,55,110,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$701,000",S,4070 NITHSDALE STREET,1/20/2010,03-01-2010,40,Burnaby South,3,2,"2,100",1952,58,60,119.7,1,House/Single Family,Split Entry
"$702,000",S,7952 14TH AVENUE,9/26/2011,10-11-2011,15,Burnaby East,3,2,"2,000",9999,999,50,,2,House/Single Family,2 Storey
"$702,000",S,3793 SPRUCE STREET,11/25/2013,11/30/2013,5,Burnaby South,2,3,"1,800",1955,58,33,,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$702,000",S,5811 BERWICK STREET,3/22/2010,3/31/2010,9,Burnaby South,4,2,"2,426",1959,51,53,115,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$702,000",S,4803 WESTLAWN DRIVE,05-05-2010,07-10-2010,66,Burnaby North,4,2,"2,200",1956,54,52,122,1,House/Single Family,2 Storey
"$702,500",S,4716 BRENTLAWN DRIVE,07-07-2010,8/20/2010,44,Burnaby North,3,2,"2,006",9999,999,51,122,2,House/Single Family,Basement Entry
"$703,000",S,5871 SUMAS STREET,01-12-2010,2/20/2010,39,Burnaby North,4,2,"2,100",1955,55,60,120,1,House/Single Family,"2 Storey, Basement Entry"
"$704,500",S,5195 WILLINGDON AVENUE,12/15/2010,12/17/2010,2,Burnaby South,5,2,"1,700",1930,80,50,193,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$704,626",S,7745 TAYLOR PLACE,3/25/2013,04-01-2013,7,Burnaby East,3,2,"2,456",1957,56,,,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$705,000",S,8049 18TH AVENUE,4/24/2013,4/30/2013,6,Burnaby East,4,2,"2,088",1951,62,50,140,3,House/Single Family,Rancher/Bungalow w/Bsmt.
"$705,000",S,4346 VENABLES STREET,10/28/2011,11/26/2011,29,Burnaby North,4,2,"1,854",1957,54,33,122,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$705,000",S,4250 ROYAL OAK AVENUE,4/24/2012,06-08-2012,45,Burnaby South,4,3,"2,286",1989,23,61,104,1,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$705,000",S,4850 BESSBOROUGH DRIVE,5/26/2010,06-12-2010,17,Burnaby North,4,2,"1,728",1967,43,33,122,2,House/Single Family,Basement Entry
"$705,000",S,7935 13TH AVENUE,9/17/2010,11/29/2010,73,Burnaby East,4,3,"2,416",1977,33,50,120,2,House/Single Family,2 Storey
"$705,000",S,8118 12TH AVENUE,8/21/2013,09-04-2013,14,Burnaby East,4,2,"1,980",1947,66,50,146,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$705,000",S,6514 CURTIS STREET,09-09-2010,12/15/2010,97,Burnaby North,7,3,"2,454",1966,44,55,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$705,000",S,7725 MARY AVENUE,10-07-2013,1/28/2014,113,Burnaby East,3,2,"2,070",1950,63,53.8,142.8,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$705,000",S,5780 NEVILLE STREET,02-06-2012,02-10-2012,4,Burnaby South,2,1,946,9999,999,0,,1,House/Single Family,1 Storey
"$705,500",S,8354 14TH AVENUE,11-01-2011,11-07-2011,6,Burnaby East,2,1,"1,813",1993,18,52,119,1,House/Single Family,2 Storey w/Bsmt.
"$706,000",S,5037 HALIFAX STREET,02-11-2011,3/28/2011,45,Burnaby North,3,2,"1,893",1963,48,60,,1,House/Single Family,3 Level Split
"$706,000",S,4832 ROYAL OAK AVENUE,06-03-2014,09-08-2014,97,Burnaby South,5,4,"2,412",1955,59,59,120,3,House/Single Family,2 Storey
"$706,000",S,7835 13TH AVENUE,06-11-2012,6/13/2012,2,Burnaby East,6,2,"2,245",1928,84,0,120,2,House/Single Family,2 Storey w/Bsmt.
"$707,000",S,7645 IMPERIAL STREET,08-09-2010,2/19/2011,194,Burnaby South,4,3,"2,080",1965,45,49,155,2,House/Single Family,2 Storey
"$707,500",S,4042 MARINE DRIVE,9/22/2014,11-07-2014,46,Burnaby South,3,2,"2,000",1948,66,82,176,1,House/Single Family,2 Storey
"$708,000",S,1595 WHITSELL AVENUE,04-11-2010,6/26/2010,76,Burnaby North,4,2,"1,831",1947,63,50,124,2,House/Single Family,2 Storey
"$708,000",S,3952 MOSCROP STREET,10-03-2009,1/30/2010,119,Burnaby South,4,3,"2,968",1976,33,60,125,1,House/Single Family,2 Storey
"$708,800",S,5380 PARKER STREET,03-08-2013,3/13/2013,5,Burnaby North,3,1,"2,000",1955,58,50,129,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$709,500",S,7009 MALIBU DRIVE,1/15/2011,1/18/2011,3,Burnaby North,5,1,"2,650",1950,61,60,120,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$710,000",S,6755 STANLEY STREET,01-12-2010,1/19/2010,7,Burnaby South,5,2,"2,390",1959,51,51,122,1,House/Single Family,2 Storey
"$710,000",S,7350 PANDORA STREET,04-07-2011,07-11-2011,95,Burnaby North,6,5,"4,677",1988,23,67.9,155,2,House/Single Family,2 Storey w/Bsmt.
"$710,000",S,7881 ELWELL STREET,05-09-2011,7/26/2011,78,Burnaby South,4,2,"2,387",1950,61,50,130,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$710,000",S,5601 CLINTON STREET,09-12-2014,9/18/2014,6,Burnaby South,4,2,"2,131",1963,51,35,122,1,House/Single Family,2 Storey
"$710,000",S,4380 BOUNDARY ROAD,05-01-2011,6/28/2011,58,Burnaby South,5,3,"2,650",1986,25,33.8,117,2,House/Single Family,"2 Storey, Basement Entry"
"$710,000",S,4192 PRICE CRESCENT,7/19/2010,7/27/2010,8,Burnaby South,4,2,"2,353",9999,999,,,1,House/Single Family,"1 Storey, Rancher/Bungalow w/Bsmt."
"$710,000",S,7860 12TH AVENUE,08-08-2014,8/16/2014,8,Burnaby East,3,2,"2,008",1948,66,49,154,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$710,000",S,4852 RIDGELAWN DRIVE,10-07-2010,10-12-2010,5,Burnaby North,5,2,"2,421",1955,55,60,122,1,House/Single Family,2 Storey
"$710,000",S,5625 BROADWAY,12-09-2011,12/20/2011,11,Burnaby North,3,1,"1,557",1960,51,51,120,1,House/Single Family,3 Level Split
"$710,000",S,7937 10TH AVENUE,8/19/2015,8/19/2015,0,Burnaby East,2,2,"1,103",1951,64,50,150,1,House/Single Family,Rancher/Bungalow
"$710,000",S,8642 11TH AVENUE,3/19/2012,3/19/2012,0,Burnaby East,3,1,"1,230",1955,57,50,6750,1,House/Single Family,Rancher/Bungalow
"$710,000",S,4810 ALBERT STREET,06-10-2013,6/25/2013,15,Burnaby North,3,2,"1,799",1946,67,32.87,122.01,2,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$710,000",S,4217 DUNDAS STREET,3/18/2011,3/25/2011,7,Burnaby North,3,2,"1,660",1955,56,33,122,2,House/Single Family,2 Storey
"$710,000",S,4422 GILPIN CRESCENT,7/26/2010,08-12-2010,17,Burnaby South,3,2,"1,486",1954,56,73,100,1,House/Single Family,3 Level Split
"$710,000",S,7766 BURRIS STREET,4/16/2010,4/25/2010,9,Burnaby South,5,3,"2,600",1973,37,58,164,1,House/Single Family,Split Entry
"$710,000",S,4790 ALBERT STREET,1/31/2011,02-07-2011,7,Burnaby North,5,2,"2,240",1934,77,33,122,2,House/Single Family,3 Storey
"$710,000",S,7787 17TH AVENUE,10-04-2011,10-08-2011,4,Burnaby East,4,2,"1,960",9999,999,50,120,1,House/Single Family,2 Storey
"$710,000",S,6333 6TH STREET,12-03-2009,6/14/2010,193,Burnaby South,5,3,"2,800",1973,36,74.5,97,2,House/Single Family,Basement Entry
"$710,000",S,7645 17TH AVENUE,05-07-2014,5/14/2014,7,Burnaby East,4,3,"1,826",1977,37,55,99,1,House/Single Family,Split Entry
"$710,000",S,6507 CLINTON STREET,04-11-2011,4/20/2011,9,Burnaby South,3,1,"1,860",1952,59,50,120,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$710,000",S,4227 CAMBRIDGE STREET,12-06-2012,12-10-2012,4,Burnaby North,4,1,"1,720",1948,64,33,122,2,House/Single Family,2 Storey
"$710,000",S,4330 UNION STREET,10/15/2012,11-05-2012,21,Burnaby North,4,2,"2,330",1961,51,33,122,1,House/Single Family,2 Storey
"$710,000",S,7756 CARIBOO ROAD,8/19/2014,8/19/2014,0,Burnaby East,4,2,"1,790",9999,999,50,121,1,House/Single Family,2 Storey
"$710,000",S,6722 ELWELL STREET,1/30/2015,1/31/2015,1,Burnaby South,6,2,"2,300",9999,999,33,122,2,House/Single Family,Basement Entry
"$710,000",S,8227 19TH AVENUE,03-10-2010,3/18/2010,8,Burnaby South,4,2,"2,000",1955,55,50,,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$710,000",S,4623 NAPIER STREET,10-01-2010,12/16/2010,76,Burnaby North,4,2,"2,052",1954,56,50,122,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$710,000",S,510 HOLDOM AVENUE,03-05-2012,03-07-2012,2,Burnaby North,3,1,"2,160",9999,999,52,122,1,House/Single Family,2 Storey
"$710,000",S,7457 15TH AVENUE,08-10-2010,8/16/2010,6,Burnaby East,0,1,"1,178",1928,82,94,103,1,House/Single Family,Rancher/Bungalow
"$711,000",S,7969 18TH AVENUE,03-12-2014,3/15/2014,3,Burnaby East,3,2,"1,640",1950,64,50,120,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$711,000",S,3658 KALYK AVENUE,10-06-2011,12-05-2011,60,Burnaby South,3,2,"2,268",1952,59,50,126,1,House/Single Family,2 Storey
"$711,000",S,7978 LAKEFIELD DRIVE,4/18/2011,4/24/2011,6,Burnaby South,4,3,"2,500",1975,36,60,120,1,House/Single Family,2 Storey
"$712,000",S,5111 LAUREL STREET,05-11-2012,5/19/2012,8,Burnaby South,4,3,"1,562",1967,45,93,1RR,2,House/Single Family,2 Storey
"$712,000",S,5330 KEITH STREET,1/24/2013,6/26/2013,153,Burnaby South,3,2,"2,291",1955,58,62,148.61,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$712,500",S,5011 HALIFAX STREET,11-02-2010,11-08-2010,6,Burnaby North,5,3,"2,740",1963,47,60,138',1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$712,500",S,5976 EWART STREET,10/26/2010,11-02-2010,7,Burnaby South,3,2,"1,970",1955,55,66,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$713,000",S,7120 11TH AVENUE,01-06-2010,1/21/2010,15,Burnaby East,5,3,"2,200",2003,7,33,122,3,House/Single Family,2 Storey
"$713,000",S,9922 SULLIVAN STREET,06-01-2014,7/13/2014,42,Burnaby North,2,1,"1,050",1944,70,71,118,1,House/Single Family,Rancher/Bungalow
"$713,000",S,2620 BAINBRIDGE AVENUE,01-11-2012,2/20/2012,40,Burnaby North,3,1,"1,235",1956,56,66,113,1,House/Single Family,Rancher/Bungalow
"$713,000",S,756 GILMORE AVENUE,6/13/2011,07-07-2011,24,Burnaby North,4,2,"2,010",1974,37,33,122,1,House/Single Family,1 Storey
"$713,000",S,5755 FOREST STREET,10-08-2010,12/22/2010,75,Burnaby South,4,3,"2,058",1970,40,68,112,2,House/Single Family,2 Storey
"$714,000",S,6103 SERVICE STREET,04-10-2010,4/30/2010,20,Burnaby South,3,4,"2,850",1971,39,57,125,2,House/Single Family,2 Storey
"$714,650",S,6949 HALIFAX STREET,4/14/2010,5/17/2010,33,Burnaby North,5,2,"2,180",1964,46,55,150,2,House/Single Family,2 Storey
"$715,000",S,4339 CHARLES STREET,03-06-2010,3/20/2010,14,Burnaby North,5,2,"1,880",1948,62,50,122,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$715,000",S,7679 17TH AVENUE,02-03-2011,3/19/2011,44,Burnaby East,4,3,"2,530",1945,66,55,99,2,House/Single Family,"3 Storey, Split Entry"
"$715,000",S,8020-8010 WILLARD STREET,05-07-2010,11-02-2010,179,Burnaby South,4,3,"1,890",9999,999,126,203,2,House/Single Family,1 1/2 Storey
"$715,000",S,4263 WINNIFRED STREET,07-05-2010,08-04-2010,30,Burnaby South,3,1,"1,830",1957,53,60,140,1,House/Single Family,2 Storey
"$715,000",S,4481 RUMBLE STREET,05-02-2011,05-03-2011,1,Burnaby South,0,1,900,1945,66,42,130,1,House/Single Family,Rancher/Bungalow
"$715,000",S,5360 PARKER STREET,05-06-2013,07-01-2013,56,Burnaby North,4,2,"1,752",1955,58,50,129,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$715,000",S,4056 KINCAID STREET,1/25/2011,02-12-2011,18,Burnaby South,2,1,"1,964",1955,56,52,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$715,000",S,8074 15TH AVENUE,03-09-2014,03-10-2014,1,Burnaby East,4,2,"2,485",1918,96,51,146,1,House/Single Family,2 Storey w/Bsmt.
"$715,000",S,4575 RUMBLE STREET,1/29/2011,1/30/2011,1,Burnaby South,7,4,"3,000",1953,58,60,127,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$715,000",S,8181 10TH AVENUE,9/14/2015,11-04-2015,51,Burnaby East,6,2,"2,230",1932,83,50,136,1,House/Single Family,2 Storey
"$715,000",S,4608 BRENTLAWN DRIVE,8/15/2012,11/16/2012,93,Burnaby North,4,1,"2,220",1954,58,51,122,1,House/Single Family,2 Storey
"$715,000",S,7263 BARNET ROAD,2/19/2011,2/23/2011,4,Burnaby North,3,1,"1,680",1950,61,50,130,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$715,000",S,6521 CLINTON STREET,7/21/2011,09-11-2011,52,Burnaby South,3,2,"1,885",1950,61,50,120,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$715,000",S,5146 EWART STREET,10/23/2011,12-05-2011,43,Burnaby South,4,2,"1,680",1954,57,39,121,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$715,000",S,6890 CARNEGIE STREET,9/28/2010,10-12-2010,14,Burnaby North,3,2,"2,360",1958,52,60,115,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$715,000",S,7930 15TH AVENUE,3/19/2012,6/19/2012,92,Burnaby East,5,3,"2,283",1928,84,50,120,2,House/Single Family,2 Storey w/Bsmt.
"$715,000",S,4512 ALBERT STREET,10-01-2010,02-08-2011,130,Burnaby North,6,3,"2,184",1998,12,33,122,1,House/Single Family,2 Storey
"$715,000",S,3754 FOREST STREET,06-08-2010,6/17/2010,9,Burnaby South,4,2,"1,900",1952,58,56,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$715,000",S,9985 DAVID DRIVE,10/21/2013,10/28/2013,7,Burnaby North,4,2,"2,360",1964,49,62,111,2,House/Single Family,2 Storey
"$715,000",S,4842 GREENTREE PLACE,1/25/2015,02-09-2015,15,Burnaby South,4,4,"1,760",1974,41,33,97,2,House/Single Family,2 Storey w/Bsmt.
"$715,000",S,7774 MARY AVENUE,2/22/2012,2/23/2012,1,Burnaby East,2,1,"1,595",1950,62,54,140,1,House/Single Family,2 Storey
"$715,000",S,3736 MANOR STREET,11/24/2010,02-09-2011,77,Burnaby North,5,3,"2,370",1973,37,33,122,2,House/Single Family,Basement Entry
"$715,000",S,4133 TRINITY STREET,05-01-2011,05-09-2011,8,Burnaby North,3,1,"1,625",1920,91,33,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$715,000",S,3738 SUNSET STREET,09-01-2010,10-08-2010,37,Burnaby South,4,4,"2,100",1961,49,50,120,3,House/Single Family,2 Storey
"$715,000",S,4660 PENDER STREET,06-06-2010,07-10-2010,34,Burnaby North,5,3,"2,353",1973,37,33,122,2,House/Single Family,2 Storey
"$715,000",S,4509 MIDLAWN DRIVE,4/15/2012,4/26/2012,11,Burnaby North,2,2,"2,100",1955,57,46,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$716,000",S,7615 16TH AVENUE,2/18/2013,3/14/2013,24,Burnaby East,3,2,"2,102",1951,62,63,99,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$716,000",S,4205 ETON STREET,5/27/2012,06-05-2012,9,Burnaby North,4,2,"1,770",9999,999,33,122,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$716,800",S,1970 SPERLING AVENUE,2/18/2010,2/25/2010,7,Burnaby North,5,3,"2,257",1953,57,73,131,2,House/Single Family,2 Storey w/Bsmt.
"$717,000",S,12 HOLDOM AVENUE,05-06-2014,6/19/2014,44,Burnaby North,4,2,"1,500",1945,69,33,122,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$717,500",S,7621 HILDA STREET,4/23/2013,4/28/2013,5,Burnaby East,5,3,"2,465",1975,38,33,110,2,House/Single Family,2 Storey w/Bsmt.
"$717,500",S,1341 WILLINGDON AVENUE,3/19/2012,3/21/2012,2,Burnaby North,2,1,"1,900",9999,999,50,123,1,House/Single Family,2 Storey
"$717,500",S,7668 DAVIES STREET,1/30/2012,02-11-2012,12,Burnaby East,5,3,"2,483",1981,31,33,110,2,House/Single Family,2 Storey
"$718,000",S,6050 DICKENS STREET,03-04-2010,03-10-2010,6,Burnaby South,2,1,"1,155",1954,56,55,124,1,House/Single Family,Rancher/Bungalow
"$718,000",S,1355 HOLDOM AVENUE,5/16/2011,5/17/2011,1,Burnaby North,3,2,"1,400",9999,999,56,120',1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$718,000",S,9492 SULLIVAN STREET,03-07-2012,3/13/2012,6,Burnaby North,8,2,"2,760",1968,44,56.5,122,1,House/Single Family,2 Storey
"$718,000",S,7576 MARY AVENUE,10-09-2013,11-01-2013,23,Burnaby East,4,2,"2,004",9999,999,55,139,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$718,000",S,8379 13TH AVENUE,3/31/2014,4/16/2014,16,Burnaby East,4,2,"2,270",1953,61,50,119,2,House/Single Family,2 Storey
"$718,000",S,5170 FULWELL STREET,5/31/2012,9/21/2012,113,Burnaby South,4,3,"2,200",1973,39,49,125,1,House/Single Family,2 Storey
"$718,000",S,4134 FRANCES STREET,07-01-2010,07-12-2010,11,Burnaby North,5,2,"1,837",1962,48,33,122,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$718,000",S,5450 WILTON AVENUE,1/21/2015,3/15/2015,53,Burnaby South,3,2,"3,300",1910,105,66,122,1,House/Single Family,2 Storey w/Bsmt.
"$718,000",S,3919 PARKER STREET,3/21/2011,3/28/2011,7,Burnaby North,5,3,"2,400",1985,26,32.9,122,2,House/Single Family,2 Storey
"$718,000",S,5461 SPRUCE STREET,2/23/2010,05-06-2010,72,Burnaby South,4,3,"2,046",1974,36,60,120,1,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$718,300",S,585 DUNCAN AVENUE,03-01-2011,03-05-2011,4,Burnaby North,4,2,"2,150",1963,48,50,91,1,House/Single Family,Split Entry
"$719,000",S,7148 17TH AVENUE,09-09-2014,9/24/2014,15,Burnaby East,5,2,"1,885",1962,52,50,111,1,House/Single Family,2 Storey w/Bsmt.
"$719,000",S,4317 DUNDAS STREET,9/16/2010,9/24/2010,8,Burnaby North,4,2,"1,728",1957,53,33,122,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$719,000",S,4861 INMAN AVENUE,9/28/2011,10-04-2011,6,Burnaby South,2,1,"1,618",1930,81,38,141,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$719,000",S,8111 13TH AVENUE,3/27/2013,3/27/2013,0,Burnaby East,4,3,"2,468",1964,49,50,146,1,House/Single Family,2 Storey
"$719,900",S,4150 MCGILL STREET,12-01-2011,12-02-2011,1,Burnaby North,3,2,"1,950",1958,53,33,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$719,900",S,6187 BROADWAY,3/22/2010,3/30/2010,8,Burnaby North,5,3,"3,220",1970,40,60,112,2,House/Single Family,Basement Entry
